held_out_session,model,target,condition,ccc,pearson_r,mse,rmse
4,Ensemble,arousal,lag_1,0.0564772211263569,0.0625974164696625,0.2200747142211814,0.4691212148487653
4,MeanBaseline,arousal,lag_2,1.3260276218876644e-31,,0.2016628250665197,0.4490688422352631
4,RidgeCV,arousal,lag_2,-0.0602517215866053,-0.0621676861899614,0.2705231701791535,0.5201184193807729
4,SVR,arousal,lag_2,0.0099282551705018,0.0099489631834116,0.3027099898189793,0.5501908667171596
4,CatBoost,arousal,lag_2,0.0980168940324772,0.1637624793525606,0.2001964514581345,0.4474331809981625
4,Ensemble,arousal,lag_2,0.0099567957672988,0.011030830440731,0.2318087299735924,0.4814651908223402
4,MeanBaseline,arousal,lag_3,-7.325474090013072e-31,,0.2024890375182297,0.4499878192998447
4,RidgeCV,arousal,lag_3,-0.0874525662186627,-0.1195392584621389,0.2241449707223427,0.4734395111546381
4,SVR,arousal,lag_3,-0.0161105485894993,-0.016196893094646,0.315143951259335,0.5613768353426556
4,CatBoost,arousal,lag_3,0.085523005232947,0.1513003965515315,0.195578885394004,0.4422430162184633
4,Ensemble,arousal,lag_3,-0.0101293478435357,-0.0126560021227557,0.22105046716135,0.4701600441991535
4,MeanBaseline,arousal,lag_4,-5.348419461280218e-31,,0.2034402901789132,0.4510435568533412
4,RidgeCV,arousal,lag_4,-0.1014172224689568,-0.1391338715899305,0.2283790710991991,0.4778902291313343
4,SVR,arousal,lag_4,-0.0053600002418214,-0.0054926930226023,0.3169555161108988,0.5629880248379168
4,CatBoost,arousal,lag_4,0.1086824145894829,0.1844884878349285,0.1847342591441218,0.4298072348671225
4,Ensemble,arousal,lag_4,0.0031200104059683,0.0039293440575366,0.2210928056386016,0.4702050676445348
4,MeanBaseline,valence,lag_0,-5.982123238939622e-31,,0.0879131454069745,0.2965015099573264
4,RidgeCV,valence,lag_0,-0.0878190586356218,-0.1516239906374289,0.1524024680077148,0.3903875869027022
4,SVR,valence,lag_0,-0.122114708129563,-0.2419779205529758,0.1133271236475259,0.3366409417280168
4,CatBoost,valence,lag_0,-0.1218924784809313,-0.2400727278841977,0.1163815658765653,0.3411474254286046
4,Ensemble,valence,lag_0,-0.1194624229198745,-0.236099793352239,0.1234826061999063,0.3514009194636609
4,MeanBaseline,valence,lag_1,-5.834386500185948e-30,,0.0886243125102061,0.2976983582591716
4,RidgeCV,valence,lag_1,-0.0791619925342224,-0.1455655666924185,0.1536071202716701,0.3919274426110911
4,SVR,valence,lag_1,-0.1109998122300152,-0.2285024626663143,0.114210195082347,0.3379499890255169
4,CatBoost,valence,lag_1,-0.1491702428451297,-0.2986118095159939,0.1157735421238159,0.340255113295621
4,Ensemble,valence,lag_1,-0.1083791625109552,-0.2334114055656964,0.1221848817162673,0.3495495411472705
4,MeanBaseline,valence,lag_2,7.479719496039981e-31,,0.0893785109480649,0.2989623905244018
4,RidgeCV,valence,lag_2,-0.0761324399799468,-0.1399641953627774,0.1529135947754132,0.3910416790770687
4,SVR,valence,lag_2,-0.1047694754465568,-0.2173608131614189,0.1161301917171131,0.3407788017425867
4,CatBoost,valence,lag_2,-0.0667998339221436,-0.163402307311377,0.1078149291989162,0.3283518375141461
4,Ensemble,valence,lag_2,-0.0830132868080258,-0.1970044911124486,0.1188122611522847,0.3446915449387825
4,MeanBaseline,valence,lag_3,-1.9453438167198636e-30,,0.0901138512769598,0.3001896921564094
4,RidgeCV,valence,lag_3,-0.0904943440773191,-0.1713765192441488,0.1567446626084397,0.3959099172898296
4,SVR,valence,lag_3,-0.1204328359261806,-0.2707962683616176,0.1139411258260054,0.3375516639360639
4,CatBoost,valence,lag_3,-0.0746723445563646,-0.1535951245197502,0.1089713976722755,0.3301081605660113
4,Ensemble,valence,lag_3,-0.097060659954191,-0.2266878466577725,0.1206444568600585,0.3473391093154622
4,MeanBaseline,valence,lag_4,0.0,,0.0909911919553063,0.3016474630347591
4,RidgeCV,valence,lag_4,-0.0987255027204803,-0.1920118690855805,0.1564466719882995,0.3955334018617132
4,SVR,valence,lag_4,-0.1192835434453524,-0.2662492352221361,0.1154056981204446,0.3397141417728214
4,CatBoost,valence,lag_4,-0.0948986377669187,-0.2129962285713734,0.1123104529850993,0.3351275174990847
4,Ensemble,valence,lag_4,-0.1098331613323353,-0.2536106344253098,0.1240188574615903,0.3521631120114518
5,MeanBaseline,arousal,lag_0,-5.401218878582617e-31,,0.2921047722576368,0.5404671796303979
5,RidgeCV,arousal,lag_0,-0.2305563532344489,-0.3011254130618297,0.5806341668200727,0.7619935477548827
5,SVR,arousal,lag_0,-0.1958311892730378,-0.2239586410441909,0.5276293544378416,0.7263809981255303
5,CatBoost,arousal,lag_0,0.0622170680437998,0.1154251184552525,0.3193562057120589,0.5651160993212447
5,Ensemble,arousal,lag_0,-0.1522241172465959,-0.2209893960520073,0.4460414421019366,0.667863340887892
5,MeanBaseline,arousal,lag_1,1.0007822744337937e-30,,0.2914516672466861,0.5398626373872211
5,RidgeCV,arousal,lag_1,-0.2730255458421027,-0.3540360773578921,0.5939556205369714,0.7706851630445284
5,SVR,arousal,lag_1,-0.26726007295519,-0.3081597528090618,0.5842980483946281,0.7643939091820579
5,CatBoost,arousal,lag_1,0.0577247664983637,0.105365023909556,0.3175198722864866,0.5634890170060873
5,Ensemble,arousal,lag_1,-0.2021463389326074,-0.2896900998696491,0.4709405463541481,0.6862510811314967
5,MeanBaseline,arousal,lag_2,-4.600850424175403e-32,,0.2906098348046525,0.5390824007558145
